State,County,County and State,2015 Population,2019 Population,Net Migration 2015-19,% Change Due to Migration
Tennessee,Lake County,"Lake County, Tennessee",7602,7016,240.0,0.03157063930544594
Tennessee,Lauderdale County,"Lauderdale County, Tennessee",26903,25633,292.0,0.010853808125487864
Tennessee,Lawrence County,"Lawrence County, Tennessee",42592,44142,-240.0,-0.005634861006761833
Tennessee,Lewis County,"Lewis County, Tennessee",11875,12268,-209.0,-0.0176
Tennessee,Lincoln County,"Lincoln County, Tennessee",33609,34366,553.0,0.016453926031717695
Tennessee,Loudon County,"Loudon County, Tennessee",50916,54068,987.0,0.019384869196323356
Tennessee,McMinn County,"McMinn County, Tennessee",52502,53794,604.0,0.011504323644813531
Tennessee,McNairy County,"McNairy County, Tennessee",25864,25694,-302.0,-0.011676461490875348
Tennessee,Macon County,"Macon County, Tennessee",23076,24602,216.0,0.0093603744149766
Tennessee,Madison County,"Madison County, Tennessee",97569,97984,38.0,0.00038946796625977516
Tennessee,Marion County,"Marion County, Tennessee",28397,28907,-568.0,-0.02000211289924992
Tennessee,Marshall County,"Marshall County, Tennessee",31590,34375,274.0,0.008673630895853117
Tennessee,Maury County,"Maury County, Tennessee",87425,96387,586.0,0.006702888189877037
Tennessee,Meigs County,"Meigs County, Tennessee",11804,12422,403.0,0.034140969162995596
Tennessee,Monroe County,"Monroe County, Tennessee",45625,46545,390.0,0.008547945205479452
Tennessee,Montgomery County,"Montgomery County, Tennessee",192398,208993,474.0,0.0024636430732128192
Tennessee,Moore County,"Moore County, Tennessee",6261,6488,98.0,0.01565245168503434
Tennessee,Morgan County,"Morgan County, Tennessee",21494,21403,315.0,0.014655252628640552
Tennessee,Obion County,"Obion County, Tennessee",30561,30069,-660.0,-0.021596151958378326
Tennessee,Overton County,"Overton County, Tennessee",22067,22241,-81.0,-0.0036706394163230163
Tennessee,Perry County,"Perry County, Tennessee",7852,8076,109.0,0.013881813550687723
Tennessee,Pickett County,"Pickett County, Tennessee",5139,5048,252.0,0.04903677758318739
Tennessee,Polk County,"Polk County, Tennessee",16769,16832,301.0,0.017949788299838988
Tennessee,Putnam County,"Putnam County, Tennessee",75074,80245,1733.0,0.02308389056131284
Tennessee,Rhea County,"Rhea County, Tennessee",32373,33167,-677.0,-0.02091248880239706
Tennessee,Roane County,"Roane County, Tennessee",52770,53382,1386.0,0.02626492325184764
Tennessee,Robertson County,"Robertson County, Tennessee",68687,71813,-119.0,-0.0017324966878739792
Tennessee,Rutherford County,"Rutherford County, Tennessee",298197,332285,6604.0,0.022146433398055648
Tennessee,Scott County,"Scott County, Tennessee",21893,22068,-546.0,-0.0249394783720824
Tennessee,Sequatchie County,"Sequatchie County, Tennessee",14641,15026,-148.0,-0.010108599139403046
Tennessee,Sevier County,"Sevier County, Tennessee",95417,98250,226.0,0.002368550677552218
Tennessee,Shelby County,"Shelby County, Tennessee",937067,937166,-6765.0,-0.007219334369900978
Tennessee,Smith County,"Smith County, Tennessee",19308,20157,97.0,0.005023824321524757
Tennessee,Stewart County,"Stewart County, Tennessee",13187,13715,456.0,0.034579510123606584
Tennessee,Sullivan County,"Sullivan County, Tennessee",156199,158348,110.0,0.0007042298606265085
Tennessee,Sumner County,"Sumner County, Tennessee",175326,191283,2950.0,0.016825798797668344
Tennessee,Tipton County,"Tipton County, Tennessee",61533,61599,653.0,0.010612191832025093
Tennessee,Trousdale County,"Trousdale County, Tennessee",8051,11284,-59.0,-0.007328282200968823
Tennessee,Unicoi County,"Unicoi County, Tennessee",17819,17883,90.0,0.005050788484202256
Tennessee,Union County,"Union County, Tennessee",19159,19972,293.0,0.015293073751239627
Tennessee,Van Buren County,"Van Buren County, Tennessee",5695,5872,323.0,0.056716417910447764
Tennessee,Warren County,"Warren County, Tennessee",40262,41277,19.0,0.0004719089960757041
Tennessee,Washington County,"Washington County, Tennessee",126137,129375,1693.0,0.01342191426781991
Tennessee,Wayne County,"Wayne County, Tennessee",16767,16673,85.0,0.005069481720045327
Tennessee,Weakley County,"Weakley County, Tennessee",33872,33328,3.0,8.856872933396316e-05
Tennessee,White County,"White County, Tennessee",26342,27345,334.0,0.012679371346139246
Tennessee,Williamson County,"Williamson County, Tennessee",211605,238412,6437.0,0.03041988610855131
Tennessee,Wilson County,"Wilson County, Tennessee",128536,144657,1448.0,0.011265326445509429
Texas,Anderson County,"Anderson County, Texas",57639,57735,639.0,0.011086243689168792
Texas,Andrews County,"Andrews County, Texas",18072,18705,9.0,0.00049800796812749
Texas,Angelina County,"Angelina County, Texas",87829,86715,1745.0,0.01986815288799827
Texas,Aransas County,"Aransas County, Texas",24800,23510,-215.0,-0.008669354838709677
Texas,Archer County,"Archer County, Texas",8763,8553,-91.0,-0.01038457149378067
Texas,Armstrong County,"Armstrong County, Texas",1901,1887,-102.0,-0.05365597054182009
Texas,Atascosa County,"Atascosa County, Texas",48363,51153,-757.0,-0.015652461592539753
Texas,Austin County,"Austin County, Texas",29471,30032,-361.0,-0.012249329849682739
Texas,Bailey County,"Bailey County, Texas",7223,7000,-70.0,-0.009691264017721168
Texas,Bandera County,"Bandera County, Texas",21144,23112,793.0,0.03750472947408248
Texas,Bastrop County,"Bastrop County, Texas",80115,88723,1462.0,0.018248767396867004
Texas,Baylor County,"Baylor County, Texas",3609,3509,-28.0,-0.0077583818232197285
Texas,Bee County,"Bee County, Texas",32617,32565,361.0,0.011067848054695404
Texas,Bell County,"Bell County, Texas",336076,362924,5246.0,0.015609564503267118
Texas,Bexar County,"Bexar County, Texas",1894834,2003554,4373.0,0.002307853880603789
Texas,Blanco County,"Blanco County, Texas",11029,11931,125.0,0.011333756460241182
Texas,Borden County,"Borden County, Texas",655,654,-78.0,-0.11908396946564885
Texas,Bosque County,"Bosque County, Texas",17864,18685,118.0,0.006605463502015226
Texas,Bowie County,"Bowie County, Texas",93050,93245,-2520.0,-0.02708221386351424
Texas,Brazoria County,"Brazoria County, Texas",345227,374264,994.0,0.0028792649474114135
Texas,Brazos County,"Brazos County, Texas",216258,229211,7104.0,0.03284965180478872
Texas,Brewster County,"Brewster County, Texas",9143,9203,-394.0,-0.04309307667067702
Texas,Briscoe County,"Briscoe County, Texas",1514,1546,106.0,0.07001321003963012
Texas,Brooks County,"Brooks County, Texas",7190,7093,852.0,0.11849791376912379
Texas,Brown County,"Brown County, Texas",37736,37864,-215.0,-0.00569747721009116
Texas,Burleson County,"Burleson County, Texas",17611,18443,-51.0,-0.002895917324399523
Texas,Burnet County,"Burnet County, Texas",44734,48155,986.0,0.02204140027719408
Texas,Caldwell County,"Caldwell County, Texas",40419,43664,2604.0,0.06442514658947525
Texas,Calhoun County,"Calhoun County, Texas",21887,21290,436.0,0.01992050075387216
Texas,Callahan County,"Callahan County, Texas",13589,13943,243.0,0.0178821105305762
Texas,Cameron County,"Cameron County, Texas",419450,423163,-7269.0,-0.017329836690904755
Texas,Camp County,"Camp County, Texas",12699,13094,732.0,0.057642334042050554
Texas,Carson County,"Carson County, Texas",6013,5926,182.0,0.030267753201396973
Texas,Cass County,"Cass County, Texas",30140,30026,-903.0,-0.029960185799601857
Texas,Castro County,"Castro County, Texas",7787,7530,-24.0,-0.0030820598433286247
Texas,Chambers County,"Chambers County, Texas",39028,43837,825.0,0.021138669673055242
Texas,Cherokee County,"Cherokee County, Texas",51568,52646,801.0,0.015532888613093392
Texas,Childress County,"Childress County, Texas",7169,7306,-93.0,-0.012972520574696611
Texas,Clay County,"Clay County, Texas",10359,10471,368.0,0.03552466454290955
Texas,Cochran County,"Cochran County, Texas",2977,2853,-32.0,-0.010749076251259657
Texas,Coke County,"Coke County, Texas",3227,3387,-43.0,-0.013325069724202046
Texas,Coleman County,"Coleman County, Texas",8316,8175,-209.0,-0.02513227513227513
Texas,Collin County,"Collin County, Texas",915243,1034730,5970.0,0.006522857863977108
Texas,Collingsworth County,"Collingsworth County, Texas",3010,2920,105.0,0.03488372093023256
Texas,Colorado County,"Colorado County, Texas",20951,21493,328.0,0.015655577299412915
Texas,Comal County,"Comal County, Texas",128795,156209,3067.0,0.023813036220350168
Texas,Comanche County,"Comanche County, Texas",13395,13635,-137.0,-0.01022769690182904
Texas,Concho County,"Concho County, Texas",4072,2726,343.0,0.08423379174852652
Texas,Cooke County,"Cooke County, Texas",39170,41257,717.0,0.018304825121266275
Texas,Coryell County,"Coryell County, Texas",76145,75951,-1066.0,-0.013999606014840108
Texas,Cottle County,"Cottle County, Texas",1439,1398,28.0,0.019457956914523976
Texas,Crane County,"Crane County, Texas",4995,4797,-125.0,-0.025025025025025027
Texas,Crockett County,"Crockett County, Texas",3735,3464,-217.0,-0.05809906291834003
Texas,Crosby County,"Crosby County, Texas",5918,5737,72.0,0.012166272389320717
Texas,Culberson County,"Culberson County, Texas",2254,2171,-55.0,-0.024401064773735583
Texas,Dallam County,"Dallam County, Texas",7301,7287,-387.0,-0.05300643747431859
Texas,Dallas County,"Dallas County, Texas",2557830,2635516,-23471.0,-0.009176137585375103
Texas,Dawson County,"Dawson County, Texas",12987,12728,459.0,0.035343035343035345
Texas,Deaf Smith County,"Deaf Smith County, Texas",18825,18546,-1183.0,-0.06284196547144755
Texas,Delta County,"Delta County, Texas",5159,5331,62.0,0.012017832913355302
Texas,Denton County,"Denton County, Texas",779584,887207,27986.0,0.03589863311714966
Texas,DeWitt County,"DeWitt County, Texas",20632,20160,-137.0,-0.006640170608763087
Texas,Dickens County,"Dickens County, Texas",2204,2211,82.0,0.03720508166969147
Texas,Dimmit County,"Dimmit County, Texas",10910,10124,-415.0,-0.038038496791934
Texas,Donley County,"Donley County, Texas",3391,3278,8.0,0.0023591860808021233
Texas,Duval County,"Duval County, Texas",11336,11157,321.0,0.028316866619618915
Texas,Eastland County,"Eastland County, Texas",18152,18360,52.0,0.0028646981048920227
Texas,Ector County,"Ector County, Texas",159903,166223,-1007.0,-0.006297567900539702
Texas,Edwards County,"Edwards County, Texas",1910,1932,81.0,0.042408376963350786
Texas,Ellis County,"Ellis County, Texas",163292,184826,379.0,0.0023209955172329324
Texas,El Paso County,"El Paso County, Texas",831898,839238,-6641.0,-0.007982949832792002
Texas,Erath County,"Erath County, Texas",41191,42698,362.0,0.008788327547279746
Texas,Falls County,"Falls County, Texas",17216,17297,-201.0,-0.011675185873605947
Texas,Fannin County,"Fannin County, Texas",33502,35514,1420.0,0.042385529222135995
Texas,Fayette County,"Fayette County, Texas",24945,25346,-249.0,-0.009981960312687914
Texas,Fisher County,"Fisher County, Texas",3877,3830,-136.0,-0.035078669074026306
Texas,Floyd County,"Floyd County, Texas",5843,5712,-92.0,-0.01574533629984597
Texas,Foard County,"Foard County, Texas",1225,1155,42.0,0.03428571428571429
Texas,Fort Bend County,"Fort Bend County, Texas",715331,811688,5665.0,0.007919410734331379
Texas,Franklin County,"Franklin County, Texas",10603,10725,160.0,0.015090068848439121
Texas,Freestone County,"Freestone County, Texas",19746,19717,360.0,0.018231540565177756
Texas,Frio County,"Frio County, Texas",19361,20306,912.0,0.047105004906771344
Texas,Gaines County,"Gaines County, Texas",20217,21492,-202.0,-0.009991591235099174
Texas,Galveston County,"Galveston County, Texas",320974,342139,6034.0,0.018799030451064572
Texas,Garza County,"Garza County, Texas",6391,6229,842.0,0.13174777030198717
Texas,Gillespie County,"Gillespie County, Texas",25916,26988,154.0,0.005942275042444821
Texas,Glasscock County,"Glasscock County, Texas",1380,1409,38.0,0.02753623188405797
Texas,Goliad County,"Goliad County, Texas",7513,7658,-336.0,-0.04472248103287635
Texas,Gonzales County,"Gonzales County, Texas",20510,20837,108.0,0.005265724037055095
Texas,Gray County,"Gray County, Texas",23265,21886,79.0,0.003395658714807651
Texas,Grayson County,"Grayson County, Texas",125628,136212,2607.0,0.02075174324195243
Texas,Gregg County,"Gregg County, Texas",123800,123945,842.0,0.006801292407108239
Texas,Grimes County,"Grimes County, Texas",27299,28880,-47.0,-0.0017216747866222206
Texas,Guadalupe County,"Guadalupe County, Texas",150578,166847,231.0,0.0015340886450875958
Texas,Hale County,"Hale County, Texas",34034,33406,443.0,0.013016395369336546
Texas,Hall County,"Hall County, Texas",3094,2964,14.0,0.004524886877828055
Texas,Hamilton County,"Hamilton County, Texas",8080,8461,-279.0,-0.03452970297029703
Texas,Hansford County,"Hansford County, Texas",5654,5399,-192.0,-0.033958259639193494
Texas,Hardeman County,"Hardeman County, Texas",3920,3933,-41.0,-0.010459183673469388
Texas,Hardin County,"Hardin County, Texas",55758,57602,-787.0,-0.014114566519602568
Texas,Harris County,"Harris County, Texas",4557846,4713325,-14026.0,-0.003077330826886209
Texas,Harrison County,"Harrison County, Texas",66685,66553,-865.0,-0.01297143285596461
Texas,Hartley County,"Hartley County, Texas",5702,5576,-228.0,-0.03998596983514556
Texas,Haskell County,"Haskell County, Texas",5821,5658,262.0,0.045009448548359386
Texas,Hays County,"Hays County, Texas",194662,230191,6193.0,0.03181411883161583
Texas,Hemphill County,"Hemphill County, Texas",4277,3819,-69.0,-0.01613280336684592
Texas,Henderson County,"Henderson County, Texas",79492,82737,723.0,0.009095254868414431
Texas,Hidalgo County,"Hidalgo County, Texas",839667,868707,-4537.0,-0.005403332511578995
Texas,Hill County,"Hill County, Texas",34828,36649,553.0,0.01587802917193063
Texas,Hockley County,"Hockley County, Texas",23310,23021,604.0,0.02591162591162591
Texas,Hood County,"Hood County, Texas",55227,61643,583.0,0.010556430731345176
Texas,Hopkins County,"Hopkins County, Texas",35973,37084,-5.0,-0.0001389931337391933
Texas,Houston County,"Houston County, Texas",22747,22968,-311.0,-0.013672132588912823
Texas,Howard County,"Howard County, Texas",37123,36664,771.0,0.020768795625353553
Texas,Hudspeth County,"Hudspeth County, Texas",3541,4886,294.0,0.08302739339169726
Texas,Hunt County,"Hunt County, Texas",89670,98594,1897.0,0.021155347384855583
Texas,Hutchinson County,"Hutchinson County, Texas",21793,20938,-704.0,-0.03230395080989309
Texas,Irion County,"Irion County, Texas",1543,1536,162.0,0.1049902786779002
Texas,Jack County,"Jack County, Texas",8883,8935,350.0,0.039401103230890466
Texas,Jackson County,"Jackson County, Texas",14808,14760,-202.0,-0.013641274986493788
Texas,Jasper County,"Jasper County, Texas",35266,35529,723.0,0.020501332728406964
Texas,Jeff Davis County,"Jeff Davis County, Texas",2199,2274,-251.0,-0.11414279217826284
Texas,Jefferson County,"Jefferson County, Texas",255112,251565,1010.0,0.003959045438866066
Texas,Jim Hogg County,"Jim Hogg County, Texas",5296,5200,25.0,0.004720543806646525
Texas,Jim Wells County,"Jim Wells County, Texas",41523,40482,-1537.0,-0.03701562989186716
Texas,Johnson County,"Johnson County, Texas",159345,175817,-2783.0,-0.017465248360475697
Texas,Jones County,"Jones County, Texas",19966,20083,2348.0,0.1175999198637684
Texas,Karnes County,"Karnes County, Texas",15413,15601,-271.0,-0.017582560176474405
Texas,Kaufman County,"Kaufman County, Texas",114055,136154,5620.0,0.04927447284204989
Texas,Kendall County,"Kendall County, Texas",39938,47431,1374.0,0.03440332515398868
Texas,Kenedy County,"Kenedy County, Texas",441,404,8.0,0.018140589569160998
Texas,Kent County,"Kent County, Texas",747,762,52.0,0.06961178045515395
Texas,Kerr County,"Kerr County, Texas",50880,52600,-81.0,-0.0015919811320754718
Texas,Kimble County,"Kimble County, Texas",4391,4337,26.0,0.005921202459576406
Texas,King County,"King County, Texas",282,272,-123.0,-0.43617021276595747
Texas,Kinney County,"Kinney County, Texas",3589,3667,66.0,0.01838952354416272
Texas,Kleberg County,"Kleberg County, Texas",31413,30680,289.0,0.009200012733581639
Texas,Knox County,"Knox County, Texas",3792,3664,-174.0,-0.04588607594936709
Texas,Lamar County,"Lamar County, Texas",49373,49859,35.0,0.0007088894740040103
Texas,Lamb County,"Lamb County, Texas",13259,12893,-165.0,-0.012444377404027453
Texas,Lampasas County,"Lampasas County, Texas",20362,21428,-803.0,-0.039436204695020134
Texas,La Salle County,"La Salle County, Texas",7637,7520,-18.0,-0.0023569464449391124
Texas,Lavaca County,"Lavaca County, Texas",19919,20154,586.0,0.02941914754756765
Texas,Lee County,"Lee County, Texas",16868,17239,169.0,0.01001897083234527
Texas,Leon County,"Leon County, Texas",17028,17404,-96.0,-0.005637773079633545
Texas,Liberty County,"Liberty County, Texas",79537,88219,3958.0,0.049763003382073755
Texas,Limestone County,"Limestone County, Texas",23442,23437,288.0,0.012285641156897875
Texas,Lipscomb County,"Lipscomb County, Texas",3559,3233,-84.0,-0.02360213543130093
Texas,Live Oak County,"Live Oak County, Texas",12173,12207,584.0,0.047975026698430956
Texas,Llano County,"Llano County, Texas",20081,21795,1041.0,0.05184004780638415
Texas,Loving County,"Loving County, Texas",119,169,-33.0,-0.2773109243697479
Texas,Lubbock County,"Lubbock County, Texas",298337,310569,8858.0,0.02969125519127698
Texas,Lynn County,"Lynn County, Texas",5746,5951,39.0,0.006787330316742082
Texas,McCulloch County,"McCulloch County, Texas",8255,7984,-771.0,-0.09339794064203513
Texas,McLennan County,"McLennan County, Texas",245444,256623,4517.0,0.018403383256465834
Texas,McMullen County,"McMullen County, Texas",828,743,-43.0,-0.051932367149758456
Texas,Madison County,"Madison County, Texas",13968,14284,81.0,0.005798969072164949
Texas,Marion County,"Marion County, Texas",10136,9854,392.0,0.03867403314917127
Texas,Martin County,"Martin County, Texas",5646,5771,-8.0,-0.0014169323414806943
Texas,Mason County,"Mason County, Texas",4057,4274,123.0,0.0303179689425684
Texas,Matagorda County,"Matagorda County, Texas",36766,36643,-39.0,-0.0010607626611543273
Texas,Maverick County,"Maverick County, Texas",57720,58722,-76.0,-0.0013167013167013166
Texas,Medina County,"Medina County, Texas",48402,51584,1286.0,0.026569150035122516
Texas,Menard County,"Menard County, Texas",2134,2138,-18.0,-0.008434864104967198
Texas,Midland County,"Midland County, Texas",162328,176832,1705.0,0.010503425163865753
Texas,Milam County,"Milam County, Texas",24362,24823,284.0,0.011657499384287005
Texas,Mills County,"Mills County, Texas",4889,4873,83.0,0.016976886888934343
Texas,Mitchell County,"Mitchell County, Texas",8856,8545,53.0,0.005984643179765131
Texas,Montague County,"Montague County, Texas",19252,19818,150.0,0.007791398296280906
Texas,Montgomery County,"Montgomery County, Texas",535753,607391,6260.0,0.01168448893426635
Texas,Moore County,"Moore County, Texas",21725,20940,-1620.0,-0.07456846950517837
Texas,Morris County,"Morris County, Texas",12370,12388,-68.0,-0.00549717057396928
Texas,Motley County,"Motley County, Texas",1146,1200,148.0,0.12914485165794065
Texas,Nacogdoches County,"Nacogdoches County, Texas",65462,65204,1981.0,0.030261831291436253
Texas,Navarro County,"Navarro County, Texas",48181,50113,-1.0,-2.075506942570723e-05
Texas,Newton County,"Newton County, Texas",14158,13595,-452.0,-0.03192541319395395
Texas,Nolan County,"Nolan County, Texas",15111,14714,-89.0,-0.005889749189332274
Texas,Nueces County,"Nueces County, Texas",360504,362294,807.0,0.0022385327208574663
Texas,Ochiltree County,"Ochiltree County, Texas",10698,9836,-164.0,-0.015329968218358572
Texas,Oldham County,"Oldham County, Texas",2064,2112,-103.0,-0.0499031007751938
Texas,Orange County,"Orange County, Texas",83955,83396,201.0,0.002394139717705914
Texas,Palo Pinto County,"Palo Pinto County, Texas",27966,29189,521.0,0.01862976471429593
Texas,Panola County,"Panola County, Texas",23667,23194,379.0,0.016013858959732962
Texas,Parker County,"Parker County, Texas",125640,142878,387.0,0.0030802292263610313
Texas,Parmer County,"Parmer County, Texas",9794,9605,104.0,0.010618746171125178
Texas,Pecos County,"Pecos County, Texas",16030,15823,-146.0,-0.00910792264504055
Texas,Polk County,"Polk County, Texas",46613,51353,644.0,0.01381588827151224
Texas,Potter County,"Potter County, Texas",121272,117415,-5270.0,-0.0434560327198364
Texas,Presidio County,"Presidio County, Texas",7057,6704,-598.0,-0.08473855746067734
Texas,Rains County,"Rains County, Texas",11136,12514,-247.0,-0.022180316091954023
Texas,Randall County,"Randall County, Texas",130368,137713,2074.0,0.015908811978399606
Texas,Reagan County,"Reagan County, Texas",3807,3849,-228.0,-0.05988967691095351
Texas,Real County,"Real County, Texas",3297,3452,145.0,0.043979375189566274
Texas,Red River County,"Red River County, Texas",12345,12023,-203.0,-0.016443904414742812
Texas,Reeves County,"Reeves County, Texas",15574,15976,303.0,0.019455502761011944
Texas,Refugio County,"Refugio County, Texas",7326,6948,6.0,0.000819000819000819
Texas,Roberts County,"Roberts County, Texas",910,854,9.0,0.00989010989010989
Texas,Robertson County,"Robertson County, Texas",16698,17074,275.0,0.016469038208168644
Texas,Rockwall County,"Rockwall County, Texas",90170,104915,1605.0,0.01779971165576134
Texas,Runnels County,"Runnels County, Texas",10387,10264,-206.0,-0.01983248291133147
Texas,Rusk County,"Rusk County, Texas",52965,54406,3089.0,0.058321533087888226
Texas,Sabine County,"Sabine County, Texas",10440,10542,314.0,0.03007662835249042
Texas,San Augustine County,"San Augustine County, Texas",8349,8237,-79.0,-0.009462211043238711
Texas,San Jacinto County,"San Jacinto County, Texas",27361,28859,1028.0,0.0375717261795987
Texas,San Patricio County,"San Patricio County, Texas",67117,66730,1680.0,0.025030916161330213
Texas,San Saba County,"San Saba County, Texas",5922,6055,373.0,0.0629854778790949
Texas,Schleicher County,"Schleicher County, Texas",3195,2793,-360.0,-0.11267605633802817
Texas,Scurry County,"Scurry County, Texas",17570,16703,-337.0,-0.019180421172453044
Texas,Shackelford County,"Shackelford County, Texas",3333,3265,39.0,0.011701170117011701
Texas,Shelby County,"Shelby County, Texas",25373,25274,-793.0,-0.03125369487250226
Texas,Sherman County,"Sherman County, Texas",3058,3022,-210.0,-0.06867233485938522
Texas,Smith County,"Smith County, Texas",222390,232751,2413.0,0.010850308017446828
Texas,Somervell County,"Somervell County, Texas",8618,9128,284.0,0.0329542817359016
Texas,Starr County,"Starr County, Texas",63484,64633,-1527.0,-0.02405330476970575
Texas,Stephens County,"Stephens County, Texas",9385,9366,325.0,0.03462972828982419
Texas,Sterling County,"Sterling County, Texas",1333,1291,-20.0,-0.015003750937734433
Texas,Stonewall County,"Stonewall County, Texas",1398,1350,-50.0,-0.0357653791130186
Texas,Sutton County,"Sutton County, Texas",3915,3776,97.0,0.024776500638569603
Texas,Swisher County,"Swisher County, Texas",7477,7397,409.0,0.054701083322188045
Texas,Tarrant County,"Tarrant County, Texas",1984880,2102515,13253.0,0.006676977953327153
Texas,Taylor County,"Taylor County, Texas",136133,138034,572.0,0.004201773265850309
Texas,Terrell County,"Terrell County, Texas",867,776,-96.0,-0.11072664359861592
Texas,Terry County,"Terry County, Texas",12759,12337,308.0,0.02413982287013089
Texas,Throckmorton County,"Throckmorton County, Texas",1559,1501,8.0,0.005131494547787043
Texas,Titus County,"Titus County, Texas",32626,32750,-1066.0,-0.03267332802059707
Texas,Tom Green County,"Tom Green County, Texas",117514,119200,1504.0,0.012798475075310177
Texas,Travis County,"Travis County, Texas",1179805,1273954,-392.0,-0.000332258296921949
Texas,Trinity County,"Trinity County, Texas",14539,14651,-128.0,-0.00880390673361304
Texas,Tyler County,"Tyler County, Texas",21370,21672,786.0,0.03678053345811886
Texas,Upshur County,"Upshur County, Texas",40317,41753,93.0,0.002306719249944192
Texas,Upton County,"Upton County, Texas",3652,3657,-122.0,-0.033406352683461114
Texas,Uvalde County,"Uvalde County, Texas",26949,26741,-166.0,-0.006159783294370848
Texas,Val Verde County,"Val Verde County, Texas",48891,49025,-115.0,-0.0023521711562455258
Texas,Van Zandt County,"Van Zandt County, Texas",53430,56590,1098.0,0.02055025266704099
Texas,Victoria County,"Victoria County, Texas",92136,92084,-458.0,-0.004970912564035773
Texas,Walker County,"Walker County, Texas",70836,72971,913.0,0.012888926534530465
Texas,Waller County,"Waller County, Texas",48641,55246,1335.0,0.02744598178491396
Texas,Ward County,"Ward County, Texas",11631,11998,375.0,0.03224142378127418
Texas,Washington County,"Washington County, Texas",34836,35882,702.0,0.020151567344126764
Texas,Webb County,"Webb County, Texas",269865,276652,-5099.0,-0.018894632501435905
Texas,Wharton County,"Wharton County, Texas",41383,41556,-290.0,-0.00700770847932726
Texas,Wheeler County,"Wheeler County, Texas",5658,5056,-117.0,-0.020678685047720042
Texas,Wichita County,"Wichita County, Texas",130961,132230,1440.0,0.010995639923335954
Texas,Wilbarger County,"Wilbarger County, Texas",13055,12769,-197.0,-0.01509000382995021
Texas,Willacy County,"Willacy County, Texas",21863,21358,-99.0,-0.004528198325938801
Texas,Williamson County,"Williamson County, Texas",507133,590551,17373.0,0.034257285564141954
Texas,Wilson County,"Wilson County, Texas",47178,51070,420.0,0.008902454533892917
Texas,Winkler County,"Winkler County, Texas",8027,8010,-249.0,-0.031020306465678337
Texas,Wise County,"Wise County, Texas",62857,69984,1188.0,0.01890004295464308
Texas,Wood County,"Wood County, Texas",43117,45539,2423.0,0.05619593199897952
Texas,Yoakum County,"Yoakum County, Texas",8644,8713,-52.0,-0.006015733456732994
Texas,Young County,"Young County, Texas",18163,18010,92.0,0.005065242526014425
Texas,Zapata County,"Zapata County, Texas",14493,14179,307.0,0.021182639895121782
Texas,Zavala County,"Zavala County, Texas",12310,11840,-39.0,-0.003168155970755483
Utah,Beaver County,"Beaver County, Utah",6353,6710,-625.0,-0.09837871871556744
Utah,Box Elder County,"Box Elder County, Utah",51826,56046,-504.0,-0.009724848531625052
Utah,Cache County,"Cache County, Utah",119697,128289,-237.0,-0.001979999498734304
Utah,Carbon County,"Carbon County, Utah",20391,20463,550.0,0.026972684027266932
Utah,Daggett County,"Daggett County, Utah",1107,950,5.0,0.004516711833785004
Utah,Davis County,"Davis County, Utah",334597,355481,-654.0,-0.0019545901487461035
Utah,Duchesne County,"Duchesne County, Utah",20748,19938,-424.0,-0.020435704646230964
Utah,Emery County,"Emery County, Utah",10359,10012,-206.0,-0.019886089390867844
Utah,Garfield County,"Garfield County, Utah",4962,5051,-1.0,-0.00020153164046755341
Utah,Grand County,"Grand County, Utah",9551,9754,-607.0,-0.0635535546016124
Utah,Iron County,"Iron County, Utah",48113,54839,628.0,0.013052605324964148
Utah,Juab County,"Juab County, Utah",10551,12017,277.0,0.026253435693299212
Utah,Kane County,"Kane County, Utah",7039,7886,528.0,0.07501065492257424
Utah,Millard County,"Millard County, Utah",12620,13188,-18.0,-0.0014263074484944533
Utah,Morgan County,"Morgan County, Utah",11039,12124,-404.0,-0.036597517891113325
Utah,Piute County,"Piute County, Utah",1491,1479,9.0,0.006036217303822937
Utah,Rich County,"Rich County, Utah",2300,2483,-153.0,-0.06652173913043478
Utah,Salt Lake County,"Salt Lake County, Utah",1102273,1160437,-119.0,-0.00010795873617515806
Utah,San Juan County,"San Juan County, Utah",15239,15308,-52.0,-0.0034122973948421814
Utah,Sanpete County,"Sanpete County, Utah",28654,30939,1262.0,0.04404271654917289
Utah,Sevier County,"Sevier County, Utah",20858,21620,403.0,0.01932112378943331
Utah,Summit County,"Summit County, Utah",39640,42145,-739.0,-0.018642785065590313
Utah,Tooele County,"Tooele County, Utah",62639,72259,1655.0,0.026421239164099043
Utah,Uintah County,"Uintah County, Utah",37791,35734,-1459.0,-0.038607075758778545
Utah,Utah County,"Utah County, Utah",572667,636235,8345.0,0.01457216846788797
Utah,Wasatch County,"Wasatch County, Utah",29118,34091,1531.0,0.05257916065663851
Utah,Washington County,"Washington County, Utah",154650,177556,998.0,0.00645328160362108
Utah,Wayne County,"Wayne County, Utah",2690,2711,-11.0,-0.004089219330855019
Utah,Weber County,"Weber County, Utah",242872,260213,2205.0,0.00907885635231727
Vermont,Addison County,"Addison County, Vermont",36929,36777,456.0,0.012348019171924504
Vermont,Bennington County,"Bennington County, Vermont",36153,35470,15.0,0.00041490332752468673
Vermont,Caledonia County,"Caledonia County, Vermont",30645,29993,120.0,0.003915810083210965
Vermont,Chittenden County,"Chittenden County, Vermont",161293,163774,3779.0,0.023429411071776207
